term;lda_vector
innovation;-0.41113,-0.03,-0.20,0.16,-0.30,-0.14,-0.07,-1.29,0.84,0.99,0.36,0.19,-0.51,-0.36,-0.97,0.06,0.84,0.67,0.49,-0.36,0.91,-0.47,-1.41,-0.49,0.72,-0.65,-0.51,-0.88,-0.09,0.24,2.33,0.71,-0.07,-1.14,-0.88,-0.20,-0.83,0.85,0.05,-0.07,1.3006e-03,-0.78,-0.57,-0.02,0.13,0.24,0.43,0.52,0.35,0.41
lion;0.60093,0.01,-0.61,-0.13,1.25,0.10,-0.20,-1.12,0.60,-0.16,0.22,0.61,0.50,-0.22,-0.01,0.24,0.82,0.57,-1.97,0.04,0.22,-0.26,-5.156e-03,-0.36,-0.42,-0.79,-1.55,0.22,-0.32,-0.46,1.06,0.84,0.04,0.86,-0.08,5.8815e-03,-0.16,-1.03,-0.25,-0.65,-0.13,0.36,-0.61,-0.54,0.24,-0.23,-0.31,-1.34,0.43,-0.34
acceptance;-0.20637,0.84,-0.45,-0.62,0.40,0.49,0.05,0.07,0.27,1.05,0.25,-0.38,0.25,-0.56,-0.23,0.25,-0.46,-0.64,0.51,-0.39,0.32,0.50,-0.53,-0.47,0.10,-1.08,-0.19,-0.18,-0.01,0.58,1.93,0.62,-0.85,-0.62,-6.5012e-04,-1.28,-0.01,-0.24,-0.89,-0.68,0.32,-0.53,-0.52,0.26,-0.44,-0.35,0.10,1.10,-0.39,0.11
montgomery;-0.64755,0.01,-0.22,0.10,0.08,0.17,-0.88,7.0846e-03,0.74,-0.75,-0.51,-0.07,-0.83,-1.43,-0.14,0.20,0.21,-0.41,-0.45,-0.20,0.43,0.31,-0.49,0.44,-0.58,-0.97,0.15,-0.48,-0.31,-0.72,0.73,-0.34,0.36,-0.70,0.81,-0.64,0.12,-0.31,0.43,0.25,-0.30,0.64,-0.36,-0.47,-0.18,0.06,0.06,-1.15,-0.35,0.99
warriors;-0.59816,-0.24,-0.11,0.16,0.74,-0.78,-0.52,0.05,-0.88,-0.15,0.11,0.56,-0.28,-0.22,-0.64,-0.28,0.41,0.41,-1.83,0.57,-1.31,0.37,0.21,-0.56,-0.53,-0.47,-0.63,-0.88,0.14,-1.12,1.47,0.61,-0.11,0.06,0.79,0.91,-0.14,-1.26,-0.25,-0.29,-0.54,-0.56,-0.26,0.43,0.43,0.70,-0.34,-0.28,-0.69,-1.00
oversight;0.26503,-1.01,-0.19,-0.27,-0.34,-0.25,0.74,-0.09,1.23,-0.99,-0.72,0.83,-0.49,0.49,-0.74,0.08,-0.14,-0.22,1.43,-0.81,0.48,1.6245e-03,-0.23,-1.04,-1.03,-1.38,0.24,0.10,-0.59,0.40,2.37,-0.13,-0.02,-1.26,-0.37,0.07,0.19,-0.26,0.65,-0.33,-0.76,-0.08,0.25,1.14,-0.81,-7.5345e-03,-0.27,1.11,-0.01,1.07
rider;-0.45353,0.23,0.04,0.65,0.23,1.02,-0.73,0.06,0.36,-0.38,1.54,-8.6868e-03,-1.22,0.51,0.58,-0.92,0.16,0.21,-1.50,-1.15,-1.61,-0.05,-0.95,0.86,0.66,-0.95,0.04,-0.41,-0.40,0.03,0.75,0.29,-0.89,0.53,-0.01,-0.59,0.13,0.26,-0.19,-0.39,0.67,0.04,0.05,-0.13,0.16,-0.96,0.86,-0.47,0.61,-0.03
chambers;-0.2898,0.47,0.48,0.19,0.17,0.41,3.0967e-03,0.34,0.17,-0.63,-0.23,0.19,-0.16,0.81,0.30,0.49,0.59,-0.52,0.04,-1.01,0.56,-0.02,0.02,-0.02,-0.11,-0.67,0.23,-0.54,-0.89,0.36,1.19,-1.00,-0.26,-0.59,-0.15,-0.17,0.69,0.15,0.58,0.46,0.05,0.36,0.01,0.86,0.04,0.85,-0.54,-0.73,-0.79,-0.50
vermont;-0.75178,0.18,-0.43,-0.64,-0.35,0.68,-1.38,0.24,0.53,-1.08,-1.02,-0.76,0.94,-0.70,-0.79,0.23,0.44,0.42,-0.41,-0.24,0.35,-0.28,-0.07,0.80,-0.56,-1.55,-0.51,0.05,-0.27,0.04,0.55,-0.31,-0.82,-0.45,0.86,-0.98,-0.48,0.42,0.68,1.8254e-04,-0.45,0.23,-0.33,0.30,-0.90,1.25,-0.43,-0.47,-0.33,0.41
admiral;0.52487,0.11,-0.11,-0.24,1.03,-0.64,-0.14,0.62,-0.76,-2.21,0.36,2.05,-0.65,-0.09,-0.60,-0.83,-0.40,0.20,-1.52,-0.56,0.21,-0.47,-0.24,-1.03,0.32,-1.21,0.21,-0.46,-0.25,0.86,0.19,-0.37,-0.07,-0.10,0.65,-0.17,0.03,0.12,-1.09,0.56,0.25,0.91,0.22,-1.75,-0.25,-0.49,-0.35,-0.67,-0.11,1.11
photography;-0.64343,0.68,-0.68,-0.12,-0.18,-0.37,-0.97,-1.38,0.25,0.55,0.43,0.26,-0.13,0.48,0.21,-0.50,0.02,-0.02,-0.83,-0.42,1.41,0.88,-0.60,-0.20,0.39,-0.27,-0.98,-0.40,-0.01,-0.05,1.41,-0.58,0.25,-1.83,-0.43,0.84,-0.27,1.31,-0.42,0.21,1.18,0.63,0.23,-0.44,-0.12,-0.61,0.97,-0.58,-0.26,0.49
chuck;-0.65879,-5.3426e-03,0.12,0.57,0.46,1.02,-1.10,0.19,-0.35,-0.95,-0.47,0.76,-0.26,-0.06,0.36,-0.42,0.14,0.21,-0.23,-0.44,-0.10,-0.71,0.53,0.22,0.33,-1.05,0.14,-0.10,0.48,-1.04,0.64,-0.24,0.12,0.24,-0.26,-0.20,-0.33,0.11,0.31,-0.02,0.34,0.73,-1.40,-0.44,0.46,-0.18,0.22,-0.21,-1.21,1.89
bristol;0.71574,0.01,-0.49,-0.17,-0.85,0.49,-1.20,-0.11,0.17,-0.14,-0.08,0.13,-0.44,-1.60,-1.14,0.18,-0.21,0.72,-1.73,0.27,0.50,0.20,-0.14,0.43,-0.99,-0.98,0.31,-0.06,-0.60,-0.35,1.06,0.13,0.32,-0.05,1.37,-0.63,0.40,0.34,0.18,-0.79,0.84,-0.77,-0.34,0.13,0.05,0.89,-0.09,-0.43,0.09,0.26
psychology;-0.96949,0.93,-0.96,-0.63,-0.08,0.56,0.12,-1.00,-0.13,0.34,0.51,0.08,-0.43,0.08,-0.58,-0.28,-0.32,0.35,-0.01,0.82,0.28,0.95,0.27,0.27,0.49,-1.06,-0.99,-0.95,-0.57,0.54,1.72,-0.54,-0.02,-2.18,-0.39,-0.22,-1.01,0.64,1.62,0.60,-0.06,-0.68,-0.02,1.15,0.17,-0.03,1.68,0.89,-0.09,0.86
bolton;0.14491,0.54,-0.20,-0.56,-0.30,-0.55,-0.22,0.93,-0.60,-0.06,-0.99,0.73,-0.68,-0.88,-0.48,0.05,1.00,-0.78,-0.49,0.77,-0.19,0.05,0.75,-0.17,-0.35,-1.23,1.58,0.86,-0.81,-0.45,0.92,0.26,0.41,-0.37,0.34,-0.02,0.60,0.80,-0.11,-1.31,0.98,0.15,-0.35,-0.66,0.03,0.68,-0.60,0.76,0.37,0.29
advocacy;-0.20871,-0.11,-0.42,-0.20,-0.22,0.66,-0.52,-0.97,1.69,0.25,-0.29,-0.78,0.23,0.40,-1.08,-1.27,0.40,-0.04,0.81,-0.15,-0.11,0.89,-0.63,0.24,-0.24,-1.21,0.08,-0.84,-0.89,0.25,1.95,0.21,-0.47,-1.29,-1.65,-0.76,-0.52,-0.56,0.17,-0.01,0.14,-0.26,-0.10,0.70,0.37,-0.32,-0.91,0.18,-0.01,1.13
instant;-0.25001,0.23,0.43,0.64,0.03,-0.19,-0.72,0.09,0.76,1.61,-0.04,0.25,0.86,-0.09,0.54,-0.19,-0.77,-0.24,-0.01,-0.45,0.58,0.13,0.66,0.45,0.45,-0.67,-0.67,-0.29,1.33,0.21,1.96,0.37,-0.73,-0.08,-0.40,0.20,-0.48,0.32,-0.12,-1.01,1.43,0.23,-1.25,0.68,-0.08,0.51,0.22,0.45,0.37,-0.28
advisor;-0.34916,1.50,-0.20,0.36,0.72,-0.90,0.01,-0.29,-0.13,-0.95,-0.27,1.04,-0.64,0.31,-0.28,-0.08,0.22,0.46,0.98,1.11,0.72,0.64,0.29,-0.70,-0.41,-1.14,0.49,-0.70,-1.34,1.51,1.41,-0.52,-0.46,-0.73,-0.15,0.46,-0.80,0.69,0.05,-0.23,0.31,0.50,-0.48,-0.56,0.05,-0.81,-0.45,0.64,0.06,0.87
employer;0.045611,-0.08,0.07,-0.13,0.56,0.91,-0.22,0.74,0.56,-0.28,0.22,-0.06,0.19,-0.41,0.40,-0.17,-5.0984e-03,0.56,1.24,-0.33,0.40,0.02,-0.87,0.56,-0.78,-1.39,-0.20,-0.62,0.30,0.20,1.71,0.16,-0.09,0.29,-0.05,-0.36,-0.10,-0.33,0.71,-0.45,0.05,-0.50,0.30,0.80,-0.41,-1.13,-0.93,0.75,0.18,0.93
museums;0.98518,1.13,-0.62,-0.33,0.03,-1.28,-1.04,-0.69,-0.01,-0.06,-0.19,-1.357e-03,0.54,0.17,0.53,0.03,0.87,4.1138e-03,-0.04,0.07,1.28,-0.20,-0.83,0.36,-0.63,-0.22,-1.35,-0.38,-0.53,-1.21,1.55,0.69,1.02,-1.52,-0.52,0.83,0.08,0.89,-0.45,0.54,0.15,-0.64,1.70,0.65,-0.16,0.94,-1.07,0.07,-0.57,-0.73
delaware;0.02266,-0.14,-0.53,0.54,-0.45,0.58,-0.89,0.38,0.55,-1.63,-1.20,-0.09,0.74,-0.90,-1.13,-0.41,-0.10,0.37,-0.63,0.05,0.36,-0.81,-0.16,0.23,-0.50,-1.69,-0.04,0.04,-0.56,-1.02,0.75,-0.37,-0.05,-0.43,0.38,-1.11,-0.66,-0.03,0.51,-0.01,-0.69,-0.07,-0.04,0.49,-1.15,0.44,-0.19,-0.63,0.03,0.57
prisons;0.30648,-0.35,0.37,-0.66,-0.41,-1.08,0.32,0.07,0.58,-0.49,-0.29,-0.41,0.34,0.45,0.87,-0.24,-0.23,0.23,0.96,0.99,-0.01,0.41,8.2072e-03,0.74,-1.36,-1.20,0.77,-0.46,0.07,0.47,1.79,-0.59,0.01,-1.21,-0.28,1.16,0.43,-0.57,0.16,0.23,-0.75,0.37,1.70,0.92,0.05,-0.31,-0.65,-0.20,-0.33,0.10
printing;-0.49101,-0.77,0.29,-0.33,-0.09,-0.02,-0.71,-1.17,0.14,-4.2213e-04,0.17,0.06,0.38,-0.70,0.09,-0.30,-1.20,0.04,0.25,-0.58,1.94,-1.16,-0.46,-0.34,-0.25,-0.71,-0.80,-0.24,0.58,-0.65,2.00,-0.80,0.08,-0.14,-0.95,0.74,8.7281e-03,1.19,-0.14,0.25,1.63,-0.07,-0.16,0.19,4.6949e-03,-0.02,0.32,0.37,-0.22,-0.59
fiji;-0.65228,-1.20,-0.89,1.35,-0.28,-0.58,0.23,0.43,-0.42,-0.36,0.69,0.35,0.57,0.03,0.21,0.52,0.22,0.03,-0.64,0.35,-0.42,0.98,0.13,0.15,0.61,-0.16,1.21,-0.88,-0.78,0.80,1.57,0.75,-0.58,0.44,0.03,0.25,-0.14,-0.99,-0.46,-0.49,-0.67,0.54,0.36,-0.35,-0.66,1.28,-0.97,0.14,0.80,-0.97
glasgow;-0.25717,0.70,-0.41,-0.59,-0.41,0.41,-1.14,0.10,-0.28,-0.63,0.36,0.12,-0.70,-0.57,-0.81,0.98,0.75,0.10,-1.76,0.88,1.27,0.61,-0.39,1.11,-0.53,-0.62,0.57,-0.23,-0.55,0.14,0.78,0.55,0.59,-0.92,0.87,0.18,0.73,-0.06,0.31,0.15,0.81,-0.09,-0.61,-0.13,-0.13,0.90,-0.38,-0.29,0.76,-0.74
lung;0.66942,0.64,0.48,0.45,-0.69,1.53,1.00,0.09,0.77,0.12,0.81,-0.33,0.54,0.53,-0.19,0.68,-1.35,-0.14,-0.06,0.54,-0.41,-0.29,0.94,-1.21,0.06,-1.12,-0.03,-0.06,-0.46,0.51,1.82,0.44,0.75,-0.29,-0.69,-0.21,1.14,0.89,1.75,0.24,-1.12,-0.05,-0.31,1.11,1.71,-0.73,-0.72,-1.37,0.52,0.41
tissue; 1.3001,-0.04,0.19,0.06,0.50,2.15,0.79,-0.25,1.54,0.01,1.21,-0.28,0.88,0.19,-0.46,1.49,-0.48,-0.49,0.56,0.17,-0.11,-0.43,1.09,-0.82,-0.23,-0.11,-0.13,0.69,0.47,-0.73,2.48,-0.48,0.65,-0.91,-1.21,1.01,0.74,1.29,1.44,-0.32,0.14,-0.55,-0.47,0.94,1.34,-0.21,0.44,-0.33,-0.47,-0.29
nairobi; 1.065,0.24,-0.30,0.63,-0.33,-1.33,-0.83,-0.59,0.92,-0.51,-0.43,-1.04,-0.85,-0.65,0.56,0.55,0.20,0.03,-0.34,0.44,0.61,1.82,0.32,0.75,-0.03,0.01,1.17,0.28,-1.21,0.44,0.95,0.38,-0.94,-0.53,0.58,-0.35,0.30,-0.85,0.18,0.98,-0.70,0.32,0.20,-0.62,0.25,0.79,-0.38,0.36,0.93,-1.10
thomson;-0.017248,-0.31,1.06,0.18,0.17,0.04,-1.49,-0.11,-0.09,-0.16,0.62,0.71,-0.49,-0.52,-0.22,0.29,0.15,-0.80,-0.93,-0.25,0.55,-0.05,-0.04,-0.55,0.24,-0.05,-0.52,-0.86,-0.88,0.35,1.21,-0.61,1.00,0.44,0.19,-1.29,-0.02,0.30,1.07,-0.26,1.23,0.09,-0.19,-0.19,-0.36,0.10,-0.15,0.39,-0.19,0.76
abraham;-0.0066393,0.84,0.34,-0.56,1.55,0.39,-0.91,-0.43,-0.19,-0.48,-0.20,0.53,-0.26,-0.56,0.20,-0.16,0.02,-0.62,-0.24,0.39,-0.14,-0.43,-0.46,-0.73,0.59,-1.07,-0.42,-0.81,-0.04,-0.48,-0.09,-0.49,-0.76,-0.50,0.01,-0.62,0.34,0.21,-0.06,1.28,-0.14,0.31,-0.58,-0.68,0.03,0.32,-0.53,-0.48,-0.69,0.37
sheffield;-0.88166,0.83,-0.53,0.20,-0.09,0.07,-0.99,1.06,-0.44,-0.08,0.04,0.62,-0.85,-0.89,-0.36,-0.06,0.83,0.03,-1.21,0.85,0.55,-0.62,-0.12,0.60,-0.47,-0.78,1.35,0.34,0.23,-1.03,1.14,0.41,1.33,-0.42,-0.09,0.26,0.99,0.39,0.34,-0.14,0.52,-0.64,-0.76,0.20,-0.43,0.48,-0.63,-0.06,0.27,-0.25
oval;-0.078206,1.29,-0.65,1.36,0.15,0.12,0.06,-0.38,0.24,-1.35,-1.11,-0.83,-0.39,-0.18,-0.23,0.69,-0.38,0.92,-1.12,-0.90,0.07,0.42,0.55,-0.01,0.61,-0.33,1.10,1.71,-0.75,-0.39,1.10,0.06,-0.15,-0.03,0.52,-0.19,0.87,1.18,-1.22,-0.88,-0.01,-0.59,-0.94,0.66,-0.30,0.78,0.37,-0.71,0.32,-0.90
freight;0.50792,0.04,0.74,-0.46,-0.72,0.08,-0.95,-0.08,1.25,-1.06,0.33,0.53,-0.36,0.05,-0.22,-0.60,-0.66,1.41,-0.64,-1.24,1.67,-1.49,-0.62,0.90,0.09,-0.94,0.79,0.70,1.40,0.60,1.87,0.18,0.99,0.88,0.49,-0.37,-0.07,-0.14,-0.10,1.79,0.13,-0.60,0.83,-0.04,-0.95,-0.27,-0.25,0.24,0.46,-0.16
ruth;-0.73142,0.88,-0.59,-2.9886e-03,1.06,0.92,-0.74,0.01,0.11,-0.16,-0.52,0.76,-0.38,0.53,0.87,-0.28,-0.04,-0.78,0.14,0.64,0.08,0.34,0.15,-0.24,0.37,-1.02,0.27,-0.21,-0.21,-0.73,0.21,-0.45,0.92,-0.03,-0.54,-0.60,0.52,0.84,0.69,0.42,-0.70,0.56,-0.21,0.33,-0.69,0.40,-1.22,-1.49,-0.61,0.84
naming;0.44389,0.44,-0.51,0.44,0.20,0.35,-0.69,-0.26,-0.14,-0.32,0.02,0.76,-0.01,0.03,0.53,0.19,-0.45,-0.50,0.42,-0.06,-0.08,-0.78,-0.23,0.16,-0.26,-0.96,-0.15,-0.09,-0.33,0.26,1.30,-0.43,-0.58,-0.73,0.26,0.02,0.28,0.01,-1.02,0.15,-0.31,-0.16,-0.36,0.50,-0.11,-0.08,-0.60,0.60,0.27,-0.14
canyon;0.84026,1.93,0.24,0.63,-0.95,-0.54,-1.41,0.32,0.46,-0.12,-0.86,-0.09,0.75,-0.28,-0.51,0.04,0.90,0.35,-0.44,-0.43,-0.47,-0.36,-0.60,-0.36,0.26,-0.19,-0.41,1.20,0.08,-1.11,1.27,-1.29,-0.35,0.09,0.37,-0.45,-0.41,-1.17,0.99,0.20,-0.83,-0.46,-0.09,-2.5229e-04,-0.71,-0.68,0.42,-1.03,-0.03,-0.81
rolls;0.043327,-0.49,0.31,-0.66,-0.08,1.10,-0.63,-0.03,0.34,-0.85,-0.24,-0.04,0.43,0.20,0.26,-0.11,-0.61,0.31,0.16,-1.58,0.88,-0.96,0.14,-0.06,-0.10,-0.69,-0.96,0.38,0.23,-0.15,1.48,0.47,-0.26,1.52,0.03,0.07,-0.15,0.52,0.65,-0.49,0.30,-0.05,-0.15,-0.18,-0.08,0.32,0.12,-0.26,-0.19,-0.41
automotive;-0.4528,0.36,0.70,1.09,-0.54,-0.16,-0.95,-0.98,0.36,0.02,0.92,-0.27,-1.04,0.22,-0.32,0.29,-0.62,1.64,0.60,-1.32,1.22,-0.09,-1.43,-0.16,-0.26,-0.33,-1.29,-0.26,-0.33,0.70,1.57,-0.10,0.70,-1.1352e-03,0.46,-0.11,-0.60,0.88,0.98,0.77,0.15,-0.31,0.28,-0.55,0.75,0.43,-0.11,1.27,-0.13,0.18
grid;0.20616,-0.28,1.20,1.08,-0.26,-0.07,-0.11,-0.44,0.19,-0.46,0.57,-0.43,-0.73,0.47,-0.55,0.38,0.20,0.25,-3.0764e-03,-1.25,0.24,-1.31,-0.92,0.80,0.31,0.15,0.21,0.06,0.40,0.39,2.20,-0.05,-0.02,-0.24,-0.03,0.18,0.13,0.57,0.20,0.64,0.34,-0.14,-0.30,0.30,-1.09,0.55,0.63,0.02,0.96,-0.57
spencer;-0.2827,0.22,0.03,0.20,0.75,0.85,-1.28,0.11,0.23,-0.75,-0.47,0.77,-0.45,-0.87,-0.07,-0.03,-0.10,-0.77,-0.26,-0.30,0.55,0.33,-0.14,-0.29,0.30,-0.55,-0.22,-0.46,6.9648e-03,-0.27,0.43,-0.15,0.51,-0.03,0.74,-0.30,-0.08,0.03,0.52,-0.10,0.31,0.82,-0.79,-0.94,-0.01,0.43,-0.27,-0.72,0.05,0.84
wade;-1.2209,0.15,-0.27,0.76,0.21,0.48,-0.81,-0.08,0.13,-5.0524e-04,0.12,0.70,-0.45,-0.06,0.47,0.14,0.21,-1.06,-0.26,-0.52,-0.89,0.71,0.18,-0.55,0.31,-0.85,1.32,-0.14,0.22,-0.57,0.57,0.18,-0.55,-0.71,0.33,-0.38,0.27,-0.22,0.37,0.29,-0.75,1.03,-0.27,0.03,-0.73,0.69,-0.45,-0.60,-0.09,0.20
preservation;-0.12299,0.62,-0.97,-0.03,-0.09,-0.07,-0.87,-0.82,1.46,0.04,-0.03,0.35,0.97,-0.31,-0.85,-0.07,1.11,-0.02,0.55,0.42,0.20,-0.17,-1.18,-1.02,-0.23,-0.31,-0.93,-0.61,0.30,-0.09,2.07,-0.71,-0.54,-1.50,-0.33,0.63,0.29,-0.04,0.15,-0.07,-0.36,-1.20,0.10,0.27,-0.47,0.44,-0.80,0.18,0.17,0.02
lodge;0.63762,1.57,-0.95,0.16,0.10,7.4688e-03,-0.74,0.29,-0.05,-1.13,-0.70,0.17,0.59,-0.38,-0.21,0.41,0.23,0.80,-0.64,-0.58,0.14,6.3903e-03,-0.63,0.23,-0.49,-0.58,-0.11,0.29,-0.37,-0.29,0.96,-0.64,-0.75,0.33,0.69,-0.55,0.77,-0.80,0.29,0.16,-0.16,-0.77,0.04,0.99,0.25,0.04,-0.69,-0.94,0.12,-0.32
pradesh;-0.50877,-0.68,-0.10,0.61,-0.78,0.55,1.06,0.21,0.39,-0.95,-0.69,-1.10,1.28,-0.72,-0.92,0.80,0.20,1.48,0.11,1.32,0.99,-0.22,1.12,0.69,0.85,-1.25,-0.89,-0.26,-1.50,0.02,1.60,0.03,0.13,0.25,0.97,0.42,0.06,-0.34,0.43,0.62,-1.82,0.79,-0.83,-0.21,-1.07,1.15,-0.58,0.01,1.02,-1.27
bike;-0.066264,0.63,0.29,0.09,-0.86,0.21,-0.97,-0.58,1.21,-0.47,0.09,-0.67,-1.00,-0.04,0.32,-0.25,0.07,1.36,-0.48,-1.79,8.0712e-03,0.11,-1.16,1.14,0.71,-0.63,-0.21,0.41,0.80,-0.43,1.55,0.77,-0.61,0.85,0.25,-0.11,0.45,0.46,-0.25,0.29,-0.02,-0.50,0.02,0.62,0.23,-1.14,0.78,-1.41,0.71,-0.08
nissan;0.71878,-0.02,1.01,1.38,-0.32,-0.22,-0.93,-0.49,-0.95,-0.27,0.92,-0.32,-1.26,-0.31,0.08,0.12,-1.04,1.69,0.08,-1.42,-0.06,-0.83,-0.96,-0.38,-0.33,0.02,-0.51,0.73,-0.06,-0.30,1.15,0.30,0.04,0.93,0.77,-1.15,-0.79,0.05,-0.53,-0.62,-0.51,-1.11,0.20,-2.03,0.29,-0.64,0.32,0.31,-0.06,0.60
espn;-0.78977,0.65,0.69,1.58,-0.10,-0.60,-1.30,-0.57,-0.33,-0.30,-0.01,-5.7427e-04,-0.76,0.46,1.21,0.32,-0.50,0.85,-1.08,0.21,0.32,0.22,0.87,1.02,-0.31,-0.46,-0.34,0.37,0.14,-0.59,1.16,0.97,0.45,-0.58,-0.65,-0.13,-0.02,-0.30,-0.90,-0.40,0.75,0.32,-1.20,0.37,-1.09,-0.08,-0.11,1.03,-0.90,1.62
ministries;0.57724,-0.16,-0.18,-0.42,0.83,-0.30,-0.40,-0.67,-0.21,-0.98,-0.35,0.31,-0.17,0.49,-0.65,-0.16,-0.05,-0.18,1.30,0.35,0.77,0.24,0.11,-0.34,-0.92,0.17,0.38,-0.73,-0.71,0.16,2.19,0.73,-0.28,-0.67,-0.32,0.84,-0.19,-0.48,0.46,1.15,-0.65,-0.38,-0.15,0.17,-0.23,0.65,-1.18,0.88,-0.02,-0.40
walt;0.6279,-0.48,-0.06,1.35,0.32,-0.43,-1.43,-1.10,-0.13,0.20,-0.28,0.83,-1.00,-0.38,0.93,0.09,-0.32,0.34,-0.64,-0.07,0.70,0.24,-0.67,-0.55,-0.07,-0.23,-0.72,-0.27,-0.19,-0.97,0.71,-0.05,0.45,-0.13,-0.40,-0.34,-0.27,-0.40,-0.36,-0.01,-0.28,0.53,-0.94,-0.51,-0.62,-0.04,-0.26,-0.87,-0.89,1.26
baltic;0.3074,0.51,-0.63,0.01,-0.33,0.33,-0.50,0.62,-0.82,-1.32,1.36,-0.11,1.16,0.98,-0.48,0.51,0.06,0.17,-0.75,0.80,0.22,-0.75,-0.45,0.23,-0.08,-1.07,-0.18,0.46,0.31,0.35,1.39,0.97,-0.15,0.26,-0.72,-0.32,-1.16,-0.39,-0.34,0.55,-0.24,-0.31,1.58,-1.15,-0.73,0.41,-0.46,0.72,-0.31,-1.20
sachs;0.67071,-0.15,0.72,0.13,0.55,0.15,-0.32,-0.76,-0.70,0.06,-0.02,1.08,-0.94,-0.23,0.16,0.25,0.15,-0.58,-0.30,-0.34,1.27,-0.39,-0.02,-0.58,-0.67,-0.52,0.11,-0.31,-1.64,-0.09,1.00,-0.35,1.69,-0.12,-0.19,-1.43,-0.68,-0.12,1.24,-0.83,-0.27,0.05,0.37,-0.16,0.90,-0.49,-6.7012e-03,0.33,0.24,1.14
dome;0.30121,1.18,0.48,0.95,0.49,-0.73,-0.12,-0.52,-0.65,0.35,-0.17,-0.54,-0.14,0.96,-0.81,1.14,0.13,0.37,-1.75,-0.09,0.17,-0.92,-0.68,-1.17,-0.89,-0.45,-0.36,1.48,-0.03,-0.79,1.03,-0.51,0.58,0.09,-0.29,-0.22,0.71,-3.3106e-03,0.16,-0.07,-0.24,-0.69,-0.59,0.34,0.21,1.08,-0.24,-0.47,-0.55,-0.98
jeremy;-0.8829,0.96,-0.06,-0.45,0.50,0.09,-0.85,-0.37,0.42,-0.60,0.01,1.22,-1.40,0.20,0.46,0.15,1.21,-0.89,-0.85,0.22,-0.37,0.46,-0.02,0.31,0.03,-0.49,1.28,-0.22,-0.42,-0.29,0.36,-0.45,0.69,0.01,-0.11,-0.64,0.60,-0.38,-0.28,0.02,0.64,0.41,0.47,-0.29,0.52,-0.35,-0.17,-0.49,-0.44,1.09
honduras;0.025776,-0.12,-0.46,0.91,-0.82,-1.02,0.20,0.84,-0.15,0.34,0.65,-0.18,0.69,-0.06,0.76,-0.68,-0.29,-0.56,0.21,0.34,-1.03,-0.01,0.27,-0.10,-0.46,-0.55,1.10,0.20,0.10,-0.14,1.39,0.68,-1.10,-0.33,-0.46,0.15,-0.59,-0.30,0.01,-0.18,-0.72,0.69,1.23,-1.52,-1.16,0.87,-0.69,-0.32,0.15,-1.13
diabetes;0.96334,0.32,0.01,-0.66,-1.10,1.95,0.74,-0.30,1.70,0.90,0.96,-0.23,-0.04,-0.35,0.35,0.53,-0.89,-0.10,0.18,0.68,-0.96,0.16,0.90,0.44,-0.14,-1.05,-0.36,-1.02,-0.44,1.12,1.61,0.79,0.55,-0.32,0.07,-0.71,0.18,0.79,1.72,-0.19,-0.66,-0.23,0.49,1.35,1.63,0.50,0.18,-0.29,-0.13,0.80
colombo;0.86188,-0.89,-0.57,0.21,0.32,-1.37,0.02,-0.15,0.04,-0.27,-0.11,-0.72,-0.73,-1.31,-0.21,0.02,0.13,0.67,-0.96,0.25,0.66,1.53,-0.02,0.55,-0.40,-0.05,1.10,0.07,-1.12,0.54,1.38,0.28,-0.35,2.9183e-03,1.36,0.09,-0.14,-0.94,0.28,0.57,-0.62,0.39,-0.09,-0.85,0.01,0.61,-0.09,0.45,1.16,-1.08
healthcare;0.30153,-0.08,0.32,-0.01,-0.35,0.62,-0.69,-1.29,1.30,-0.28,0.14,0.14,0.11,-0.56,-1.36,0.27,-0.86,0.15,1.11,0.07,0.38,0.68,-1.17,-0.44,-0.65,-0.27,-0.03,-1.15,-0.52,0.65,1.98,0.98,0.38,-0.26,-0.17,-0.39,-0.29,-0.03,1.46,-0.52,-0.05,-0.79,0.40,0.91,-0.02,1.18,-0.54,0.61,0.20,0.99
princeton;-1.1834,1.13,0.12,-0.79,-0.41,0.01,-0.73,-0.72,-1.07,-0.55,-0.38,-0.08,-0.36,-0.19,-0.54,-0.19,-0.27,0.87,-0.74,0.89,0.54,0.26,0.08,-0.05,-0.04,-1.40,0.04,-0.37,-1.37,-0.77,0.54,-0.49,0.19,-1.51,0.08,-0.47,-0.38,0.82,1.35,-0.32,-0.16,-0.74,-7.4674e-03,0.57,-0.12,0.36,1.03,0.35,-0.76,0.52
nathan;-0.76243,0.27,0.05,0.16,1.27,0.49,-0.88,-0.23,0.51,-0.35,-0.34,1.04,-0.53,-0.03,-0.23,0.50,1.00,-0.84,-0.85,0.23,0.39,0.96,0.26,-0.23,0.26,-0.50,0.97,-0.56,-0.13,-0.12,0.36,-0.38,0.18,-0.11,0.63,-0.25,0.38,0.04,0.31,-0.36,-0.04,0.61,-0.44,-0.48,0.58,0.57,-0.43,-1.07,0.10,1.02
